session_id,player_id,session_date,game_type,total_bets,total_wins,ggr,duration_minutes
S0033725,P01463,2024-06-17,Table Games,148.68,143.97,4.71,13
S0033726,P01463,2024-07-12,Slots,39.48,36.22,3.26,45
S0033727,P01463,2024-03-01,Table Games,14.48,13.95,0.53,90
S0033728,P01463,2023-03-08,Live Casino,180.15,171.87,8.28,98
S0033729,P01463,2024-11-08,Table Games,41.53,40.65,0.88,46
S0033730,P01463,2024-04-26,Sports Betting,117.66,107.25,10.41,9
S0033731,P01463,2023-08-21,Sports Betting,33.1,34.31,-1.21,54
S0033732,P01463,2023-08-08,Table Games,87.47,86.28,1.19,130
S0033733,P01463,2024-08-31,Slots,103.91,100.3,3.61,86
S0033734,P01463,2024-02-28,Table Games,94.96,92.12,2.84,178
S0033735,P01463,2024-02-18,Table Games,177.85,171.89,5.96,47
S0033736,P01463,2024-06-09,Table Games,174.76,167.9,6.86,33
S0033737,P01463,2024-09-07,Table Games,18.92,18.47,0.45,160
S0033738,P01464,2024-08-02,Table Games,183.16,179.43,3.73,85
S0033739,P01464,2024-09-13,Live Casino,126.94,122.51,4.43,123
S0033740,P01464,2024-11-08,Live Casino,106.19,104.85,1.34,69
S0033741,P01464,2024-10-27,Table Games,193.04,188.25,4.79,7
S0033742,P01464,2024-08-14,Live Casino,174.77,167.03,7.74,98
S0033743,P01464,2024-08-30,Slots,71.13,64.15,6.98,112
S0033744,P01464,2024-11-26,Live Casino,123.38,117.44,5.94,49
S0033745,P01464,2024-11-21,Live Casino,136.4,134.59,1.81,32
S0033746,P01464,2024-10-06,Live Casino,140.38,134.77,5.61,35
S0033747,P01464,2024-09-12,Live Casino,185.48,179.63,5.85,58
S0033748,P01464,2024-08-13,Live Casino,44.71,42.86,1.85,162
S0033749,P01464,2024-07-31,Poker,15.69,14.77,0.92,120
S0033750,P01464,2024-10-10,Live Casino,190.07,181.82,8.25,157
S0033751,P01464,2024-08-31,Table Games,123.98,121.17,2.81,131
S0033752,P01464,2024-08-18,Live Casino,56.81,54.24,2.57,50
S0033753,P01464,2024-10-17,Live Casino,89.42,88.08,1.34,37
S0033754,P01464,2024-10-10,Poker,142.73,135.89,6.84,145
S0033755,P01464,2024-12-26,Live Casino,153.62,147.4,6.22,94
S0033756,P01464,2024-11-12,Live Casino,92.36,88.14,4.22,37
S0033757,P01464,2024-08-14,Live Casino,185.73,176.78,8.95,6
S0033758,P01465,2024-12-04,Live Casino,19.15,18.58,0.57,140
S0033759,P01465,2024-12-09,Live Casino,10.62,10.43,0.19,133
S0033760,P01465,2024-11-29,Live Casino,20.07,19.64,0.43,39
S0033761,P01465,2024-12-29,Live Casino,25.34,24.62,0.72,36
S0033762,P01466,2024-12-06,Sports Betting,31.72,31.66,0.06,91
S0033763,P01466,2024-11-09,Poker,20.89,19.86,1.03,169
S0033764,P01466,2024-12-19,Sports Betting,49.19,51.29,-2.1,168
S0033765,P01466,2024-11-25,Poker,5.62,5.38,0.24,108
S0033766,P01466,2024-12-02,Sports Betting,28.56,28.93,-0.37,149
S0033767,P01466,2024-11-01,Poker,32.47,30.67,1.8,161
S0033768,P01467,2024-01-16,Slots,97.19,92.48,4.71,163
S0033769,P01467,2024-06-30,Sports Betting,86.44,90.74,-4.3,164
S0033770,P01467,2024-12-21,Table Games,109.27,106.92,2.35,75
S0033771,P01467,2024-10-14,Sports Betting,172.38,147.5,24.88,131
S0033772,P01467,2024-08-18,Sports Betting,101.29,92.52,8.77,123
S0033773,P01467,2024-09-30,Sports Betting,165.0,160.06,4.94,72
S0033774,P01467,2024-01-28,Poker,143.12,135.35,7.77,22
S0033775,P01467,2024-04-16,Sports Betting,91.7,87.91,3.79,135
S0033776,P01467,2024-06-17,Sports Betting,89.09,83.82,5.27,150
S0033777,P01467,2024-08-23,Sports Betting,107.98,101.73,6.25,44
S0033778,P01467,2024-06-12,Sports Betting,99.07,92.51,6.56,63
S0033779,P01467,2024-02-11,Sports Betting,189.01,194.51,-5.5,117
S0033780,P01467,2024-03-23,Sports Betting,117.89,108.97,8.92,44
S0033781,P01467,2024-01-28,Sports Betting,105.83,107.9,-2.07,50
S0033782,P01467,2024-08-19,Sports Betting,90.47,88.12,2.35,152
S0033783,P01468,2024-08-10,Sports Betting,17.55,15.48,2.07,95
S0033784,P01468,2024-11-28,Table Games,25.46,24.96,0.5,68
S0033785,P01468,2024-01-22,Sports Betting,29.64,25.62,4.02,96
S0033786,P01469,2024-12-08,Live Casino,18.95,18.14,0.81,171
S0033787,P01470,2024-10-28,Sports Betting,43.15,38.12,5.03,164
S0033788,P01470,2024-11-08,Sports Betting,40.14,40.66,-0.52,126
S0033789,P01470,2024-08-28,Live Casino,13.93,13.28,0.65,26
S0033790,P01470,2024-08-03,Live Casino,27.62,27.19,0.43,113
S0033791,P01470,2024-07-14,Live Casino,10.89,10.53,0.36,68
S0033792,P01470,2024-10-06,Live Casino,20.9,20.35,0.55,177
S0033793,P01470,2024-07-23,Sports Betting,38.48,38.84,-0.36,174
S0033794,P01471,2023-08-22,Table Games,95.42,93.68,1.74,161
S0033795,P01471,2024-12-08,Table Games,195.77,189.12,6.65,109
S0033796,P01471,2024-03-03,Slots,188.95,176.68,12.27,117
S0033797,P01471,2024-01-15,Table Games,193.22,186.9,6.32,139
S0033798,P01471,2024-03-27,Table Games,74.03,72.99,1.04,57
S0033799,P01471,2024-04-19,Poker,182.84,175.61,7.23,54
S0033800,P01471,2024-05-22,Table Games,23.38,22.83,0.55,154
S0033801,P01471,2024-02-28,Poker,75.73,71.46,4.27,42
S0033802,P01471,2023-12-22,Table Games,154.14,149.69,4.45,120
S0033803,P01471,2024-05-10,Table Games,37.93,37.18,0.75,93
S0033804,P01471,2024-08-29,Table Games,167.07,160.73,6.34,65
S0033805,P01471,2024-06-03,Table Games,84.27,82.27,2.0,42
S0033806,P01471,2023-07-19,Table Games,26.1,25.8,0.3,63
S0033807,P01471,2024-06-29,Table Games,167.38,161.63,5.75,153
S0033808,P01471,2024-03-06,Table Games,95.88,93.77,2.11,141
S0033809,P01471,2024-01-10,Slots,179.0,169.88,9.12,53
S0033810,P01471,2024-11-04,Sports Betting,92.28,90.54,1.74,116
S0033811,P01471,2024-04-27,Table Games,48.32,47.57,0.75,100
S0033812,P01471,2024-09-27,Table Games,23.56,23.28,0.28,20
S0033813,P01471,2023-11-08,Table Games,60.14,57.8,2.34,78
S0033814,P01471,2023-07-11,Live Casino,97.5,95.39,2.11,140
S0033815,P01471,2024-10-30,Live Casino,146.11,143.91,2.2,59
S0033816,P01471,2024-10-10,Table Games,56.23,54.18,2.05,8
S0033817,P01471,2024-12-14,Sports Betting,60.06,55.6,4.46,64
S0033818,P01471,2024-06-19,Sports Betting,121.87,116.57,5.3,17
S0033819,P01471,2023-09-27,Slots,162.07,155.51,6.56,19
S0033820,P01471,2024-01-12,Table Games,170.71,168.94,1.77,40
S0033821,P01472,2024-01-24,Poker,6.94,6.77,0.17,144
S0033822,P01472,2024-01-27,Sports Betting,48.78,42.98,5.8,98
S0033823,P01472,2024-04-16,Sports Betting,43.48,40.96,2.52,172
S0033824,P01472,2024-11-24,Poker,41.89,40.45,1.44,148
S0033825,P01473,2023-10-24,Slots,21.62,20.36,1.26,93
S0033826,P01473,2024-04-03,Slots,11.53,10.7,0.83,143
S0033827,P01473,2024-10-24,Slots,9.83,9.52,0.31,123
S0033828,P01473,2024-06-25,Slots,48.08,45.84,2.24,44
S0033829,P01473,2023-08-13,Slots,14.0,12.96,1.04,105
S0033830,P01473,2024-08-25,Slots,11.62,11.18,0.44,132
S0033831,P01473,2023-12-04,Slots,40.04,38.51,1.53,114
S0033832,P01473,2023-04-02,Slots,33.56,30.62,2.94,179
S0033833,P01474,2024-12-27,Live Casino,106.23,101.55,4.68,111
S0033834,P01474,2024-12-14,Live Casino,61.8,59.56,2.24,123
S0033835,P01474,2024-12-16,Live Casino,15.04,14.4,0.64,115
S0033836,P01474,2024-12-12,Live Casino,38.43,37.59,0.84,51
S0033837,P01474,2024-12-25,Table Games,119.25,117.63,1.62,93
S0033838,P01474,2024-12-03,Live Casino,115.77,110.97,4.8,173
S0033839,P01474,2024-12-14,Live Casino,180.44,174.85,5.59,96
S0033840,P01474,2024-11-28,Live Casino,141.42,136.05,5.37,102
S0033841,P01474,2024-12-13,Live Casino,47.59,46.72,0.87,75
S0033842,P01474,2024-12-13,Sports Betting,109.88,103.69,6.19,101
S0033843,P01474,2024-12-15,Live Casino,138.75,132.9,5.85,111
S0033844,P01474,2024-12-31,Table Games,92.18,90.32,1.86,49
S0033845,P01474,2024-12-14,Live Casino,140.44,134.66,5.78,167
S0033846,P01474,2024-12-25,Live Casino,87.59,86.1,1.49,152
S0033847,P01474,2024-12-23,Slots,169.64,157.36,12.28,21
S0033848,P01474,2024-12-13,Live Casino,124.83,119.26,5.57,113
S0033849,P01474,2024-12-19,Live Casino,163.48,158.48,5.0,161
S0033850,P01474,2024-12-01,Table Games,47.74,46.36,1.38,177
S0033851,P01474,2024-12-01,Live Casino,159.77,155.95,3.82,180
S0033852,P01474,2024-12-07,Live Casino,71.47,69.58,1.89,145
S0033853,P01474,2024-12-29,Live Casino,51.73,49.63,2.1,114
S0033854,P01474,2024-12-29,Live Casino,58.33,55.53,2.8,50
S0033855,P01474,2024-12-19,Live Casino,199.65,195.44,4.21,155
S0033856,P01474,2024-12-14,Poker,144.39,137.96,6.43,27
S0033857,P01474,2024-12-08,Live Casino,131.28,127.73,3.55,7
S0033858,P01474,2024-12-03,Live Casino,23.82,22.76,1.06,159
S0033859,P01475,2024-04-06,Table Games,81.39,78.87,2.52,114
S0033860,P01475,2024-05-07,Table Games,172.72,167.15,5.57,143
S0033861,P01475,2024-09-24,Poker,19.37,18.59,0.78,149
S0033862,P01475,2024-12-11,Poker,193.67,187.41,6.26,100
S0033863,P01475,2024-06-05,Poker,27.69,26.54,1.15,123
S0033864,P01475,2024-10-11,Table Games,147.8,142.25,5.55,177
S0033865,P01475,2024-04-27,Table Games,51.19,49.57,1.62,48
S0033866,P01475,2024-12-17,Table Games,10.62,10.39,0.23,62
S0033867,P01475,2024-07-13,Table Games,60.45,59.07,1.38,177
S0033868,P01475,2023-12-30,Table Games,77.7,75.54,2.16,116
S0033869,P01475,2024-10-28,Table Games,14.56,14.39,0.17,9
S0033870,P01475,2024-06-19,Table Games,67.38,66.46,0.92,101
S0033871,P01475,2024-10-23,Table Games,42.76,41.93,0.83,119
S0033872,P01475,2024-12-04,Table Games,194.72,191.54,3.18,124
S0033873,P01475,2024-09-19,Table Games,187.55,183.79,3.76,15
S0033874,P01475,2024-02-26,Table Games,154.82,151.24,3.58,152
S0033875,P01475,2024-11-28,Slots,142.16,133.69,8.47,12
S0033876,P01475,2024-11-15,Table Games,156.01,152.33,3.68,160
S0033877,P01475,2024-06-03,Slots,22.57,20.64,1.93,163
S0033878,P01475,2024-09-07,Table Games,23.83,23.54,0.29,63
S0033879,P01475,2024-03-19,Table Games,172.63,167.41,5.22,83
S0033880,P01476,2024-10-05,Poker,27.01,26.4,0.61,137
S0033881,P01476,2023-09-06,Slots,47.47,44.66,2.81,52
S0033882,P01476,2023-08-02,Table Games,18.03,17.49,0.54,79
S0033883,P01476,2024-10-09,Poker,40.66,39.76,0.9,166
S0033884,P01477,2024-10-20,Poker,172.29,164.74,7.55,9
S0033885,P01477,2024-07-20,Table Games,21.66,21.19,0.47,11
S0033886,P01477,2024-12-04,Live Casino,87.03,82.82,4.21,91
S0033887,P01477,2024-07-23,Live Casino,24.77,23.97,0.8,76
S0033888,P01477,2024-10-23,Poker,161.18,155.01,6.17,87
S0033889,P01477,2024-10-10,Live Casino,107.75,106.54,1.21,69
S0033890,P01477,2024-07-04,Live Casino,102.55,99.53,3.02,86
S0033891,P01477,2024-09-04,Live Casino,155.42,149.51,5.91,67
S0033892,P01477,2024-12-02,Live Casino,30.07,28.67,1.4,96
S0033893,P01477,2024-08-16,Live Casino,171.79,169.08,2.71,51
S0033894,P01477,2024-10-27,Live Casino,54.5,52.8,1.7,132
S0033895,P01477,2024-11-02,Live Casino,146.95,144.28,2.67,30
S0033896,P01477,2024-12-25,Poker,13.42,13.0,0.42,33
S0033897,P01477,2024-07-03,Live Casino,10.04,9.91,0.13,68
S0033898,P01477,2024-07-20,Live Casino,197.58,188.91,8.67,145
S0033899,P01477,2024-11-29,Live Casino,85.47,83.48,1.99,87
S0033900,P01477,2024-11-01,Live Casino,191.56,185.97,5.59,112
S0033901,P01477,2024-11-16,Live Casino,66.02,63.74,2.28,144
S0033902,P01477,2024-07-17,Sports Betting,111.51,104.68,6.83,75
S0033903,P01477,2024-11-02,Live Casino,184.97,181.83,3.14,83
S0033904,P01477,2024-10-14,Sports Betting,82.85,84.07,-1.22,36
S0033905,P01477,2024-11-07,Sports Betting,174.22,149.26,24.96,161
S0033906,P01477,2024-06-25,Table Games,107.86,104.85,3.01,90
S0033907,P01477,2024-08-15,Sports Betting,81.54,73.24,8.3,78
S0033908,P01477,2024-07-01,Live Casino,30.09,29.76,0.33,58
S0033909,P01478,2024-08-03,Live Casino,31.9,30.89,1.01,80
S0033910,P01478,2024-09-02,Poker,9.0,8.8,0.2,101
S0033911,P01478,2023-07-14,Poker,16.41,15.85,0.56,166
S0033912,P01478,2024-07-15,Live Casino,35.98,35.34,0.64,135
S0033913,P01478,2024-07-29,Poker,5.93,5.65,0.28,128
S0033914,P01478,2023-06-28,Live Casino,30.54,30.09,0.45,95
S0033915,P01479,2024-10-28,Poker,49.86,47.47,2.39,132
S0033916,P01479,2024-09-18,Table Games,35.26,34.49,0.77,106
S0033917,P01479,2024-12-25,Slots,14.73,13.79,0.94,53
S0033918,P01479,2024-08-09,Table Games,12.68,12.25,0.43,101
S0033919,P01479,2024-10-08,Table Games,32.91,31.9,1.01,58
S0033920,P01480,2024-09-11,Live Casino,27.22,26.62,0.6,25
S0033921,P01480,2024-08-30,Live Casino,35.96,34.72,1.24,17
S0033922,P01480,2024-10-21,Live Casino,11.12,10.61,0.51,56
S0033923,P01480,2024-12-14,Live Casino,33.17,32.65,0.52,115
S0033924,P01481,2023-07-21,Table Games,36.89,36.32,0.57,61
S0033925,P01481,2024-08-01,Table Games,21.74,21.23,0.51,49
S0033926,P01482,2024-07-30,Slots,48.0,45.37,2.63,169
S0033927,P01482,2024-07-15,Sports Betting,114.39,108.81,5.58,6
S0033928,P01482,2024-05-31,Sports Betting,49.4,44.94,4.46,105
S0033929,P01482,2024-12-09,Table Games,184.57,178.58,5.99,118
S0033930,P01482,2024-07-28,Sports Betting,77.94,69.08,8.86,22
S0033931,P01482,2024-10-25,Slots,111.61,106.04,5.57,47
S0033932,P01482,2024-11-16,Sports Betting,187.87,168.51,19.36,158
S0033933,P01482,2024-07-28,Sports Betting,105.37,101.7,3.67,180
S0033934,P01482,2024-02-17,Sports Betting,100.35,93.12,7.23,134
S0033935,P01482,2024-05-13,Sports Betting,168.02,169.54,-1.52,32
S0033936,P01482,2024-02-21,Sports Betting,175.08,153.88,21.2,146
S0033937,P01482,2024-02-09,Sports Betting,150.99,130.11,20.88,148
S0033938,P01482,2024-06-24,Sports Betting,26.41,25.74,0.67,85
S0033939,P01482,2024-11-22,Sports Betting,48.72,41.6,7.12,26
S0033940,P01482,2024-10-18,Sports Betting,159.03,157.09,1.94,93
S0033941,P01482,2024-01-16,Sports Betting,109.79,93.57,16.22,119
S0033942,P01482,2024-11-28,Sports Betting,75.04,75.32,-0.28,167
S0033943,P01482,2024-06-08,Sports Betting,33.17,31.39,1.78,133
S0033944,P01482,2024-01-09,Slots,36.41,33.36,3.05,67
S0033945,P01482,2024-03-27,Sports Betting,88.41,84.7,3.71,63
S0033946,P01482,2024-10-20,Sports Betting,175.3,154.43,20.87,102
S0033947,P01482,2024-08-15,Sports Betting,39.75,38.99,0.76,67
S0033948,P01482,2024-10-27,Sports Betting,169.51,171.63,-2.12,33
S0033949,P01482,2024-10-25,Sports Betting,98.65,99.71,-1.06,139
S0033950,P01482,2024-01-17,Sports Betting,172.53,154.37,18.16,21
S0033951,P01482,2024-11-25,Sports Betting,183.2,186.0,-2.8,90
S0033952,P01482,2024-09-08,Poker,72.27,70.26,2.01,54
S0033953,P01482,2024-03-18,Sports Betting,117.09,105.8,11.29,49
S0033954,P01482,2024-12-08,Sports Betting,75.84,65.74,10.1,10
S0033955,P01482,2024-06-02,Sports Betting,64.82,62.12,2.7,103
S0033956,P01483,2023-12-05,Poker,530.94,519.57,11.37,36
S0033957,P01483,2023-12-30,Poker,606.18,586.72,19.46,126
S0033958,P01483,2024-06-15,Poker,903.43,866.53,36.9,153
S0033959,P01483,2024-08-02,Table Games,289.99,281.94,8.05,43
S0033960,P01483,2024-07-07,Slots,523.22,481.77,41.45,149
S0033961,P01483,2024-05-25,Sports Betting,157.22,162.75,-5.53,161
S0033962,P01483,2024-09-15,Table Games,762.25,739.03,23.22,174
S0033963,P01483,2023-12-15,Poker,321.32,314.38,6.94,172
S0033964,P01483,2024-12-16,Poker,811.12,773.18,37.94,15
S0033965,P01483,2024-11-17,Poker,705.9,678.11,27.79,149
S0033966,P01483,2024-11-28,Table Games,613.56,602.07,11.49,19
S0033967,P01483,2024-10-21,Poker,864.14,829.17,34.97,159
S0033968,P01483,2024-10-15,Sports Betting,632.78,609.41,23.37,140
S0033969,P01483,2024-05-21,Poker,249.4,241.61,7.79,53
S0033970,P01483,2024-12-08,Poker,284.64,267.81,16.83,123
S0033971,P01483,2023-12-03,Sports Betting,327.02,285.65,41.37,87
S0033972,P01483,2024-11-30,Live Casino,118.55,115.8,2.75,32
S0033973,P01483,2024-05-04,Sports Betting,197.79,170.51,27.28,24
S0033974,P01483,2024-06-27,Poker,822.61,776.15,46.46,38
S0033975,P01483,2024-11-07,Poker,691.46,670.91,20.55,142
S0033976,P01483,2024-06-30,Poker,133.81,129.45,4.36,152
S0033977,P01483,2024-11-26,Poker,816.89,787.65,29.24,121
S0033978,P01483,2024-04-20,Poker,849.86,816.41,33.45,42
S0033979,P01483,2023-06-19,Poker,194.5,185.45,9.05,41
S0033980,P01483,2023-05-31,Table Games,251.36,247.71,3.65,157
S0033981,P01483,2024-05-31,Sports Betting,620.88,605.94,14.94,30
S0033982,P01483,2023-08-13,Poker,79.7,77.36,2.34,22
S0033983,P01483,2024-11-09,Table Games,503.5,497.58,5.92,57
S0033984,P01483,2024-10-22,Poker,442.09,415.63,26.46,153
S0033985,P01483,2023-10-05,Poker,303.1,291.59,11.51,67
S0033986,P01483,2023-07-06,Poker,84.25,79.96,4.29,162
S0033987,P01483,2024-11-20,Slots,301.61,274.44,27.17,77
S0033988,P01483,2024-05-25,Poker,317.93,309.46,8.47,146
S0033989,P01483,2023-08-25,Live Casino,175.62,168.0,7.62,177
S0033990,P01483,2024-05-11,Live Casino,113.75,110.19,3.56,112
S0033991,P01484,2024-02-24,Table Games,41.74,40.61,1.13,54
S0033992,P01484,2024-02-12,Sports Betting,20.59,19.74,0.85,169
S0033993,P01484,2024-03-27,Sports Betting,114.63,102.17,12.46,35
S0033994,P01484,2024-11-21,Table Games,199.44,195.09,4.35,79
S0033995,P01484,2024-07-13,Poker,12.13,11.83,0.3,102
S0033996,P01484,2024-10-31,Sports Betting,196.54,168.36,28.18,146
S0033997,P01484,2024-12-18,Sports Betting,39.93,34.71,5.22,92
S0033998,P01484,2024-01-17,Sports Betting,121.18,115.08,6.1,56
S0033999,P01484,2024-09-20,Slots,89.08,85.54,3.54,146
S0034000,P01484,2024-03-12,Live Casino,197.36,189.48,7.88,81
S0034001,P01485,2024-10-07,Live Casino,10.24,10.06,0.18,103
S0034002,P01485,2024-12-15,Sports Betting,91.82,86.36,5.46,30
S0034003,P01485,2023-08-12,Sports Betting,68.48,63.22,5.26,139
S0034004,P01485,2023-11-13,Live Casino,173.42,165.24,8.18,177
S0034005,P01485,2024-04-05,Live Casino,112.98,107.4,5.58,41
S0034006,P01485,2023-10-03,Live Casino,62.88,61.5,1.38,156
S0034007,P01485,2023-09-22,Poker,48.59,46.54,2.05,145
S0034008,P01485,2023-08-24,Live Casino,174.43,170.09,4.34,94
S0034009,P01485,2024-02-19,Live Casino,14.08,13.4,0.68,32
S0034010,P01485,2024-01-18,Live Casino,77.15,75.51,1.64,174
S0034011,P01485,2024-04-17,Slots,179.11,164.97,14.14,117
S0034012,P01485,2024-06-15,Live Casino,44.02,43.01,1.01,49
S0034013,P01485,2023-09-26,Live Casino,191.13,187.69,3.44,57
S0034014,P01485,2024-06-18,Live Casino,67.77,65.05,2.72,11
S0034015,P01485,2024-03-16,Live Casino,36.44,34.84,1.6,85
S0034016,P01485,2023-12-07,Slots,166.6,159.22,7.38,91
S0034017,P01485,2024-02-28,Live Casino,184.42,176.01,8.41,50
S0034018,P01485,2023-12-14,Live Casino,53.31,51.69,1.62,122
S0034019,P01485,2024-06-09,Poker,177.5,173.73,3.77,49
S0034020,P01485,2024-09-09,Live Casino,28.92,28.34,0.58,79
S0034021,P01485,2024-04-28,Table Games,31.19,30.31,0.88,19
S0034022,P01486,2024-12-29,Live Casino,86.69,85.11,1.58,144
S0034023,P01486,2024-12-29,Live Casino,155.05,150.24,4.81,176
S0034024,P01486,2024-12-30,Poker,23.56,22.59,0.97,120
S0034025,P01486,2024-12-30,Live Casino,154.23,148.95,5.28,117
S0034026,P01486,2024-12-30,Table Games,170.49,164.54,5.95,85
S0034027,P01486,2024-12-29,Live Casino,178.81,174.52,4.29,150
S0034028,P01486,2024-12-29,Live Casino,155.43,152.79,2.64,32
S0034029,P01486,2024-12-29,Live Casino,179.1,174.1,5.0,56
S0034030,P01486,2024-12-29,Poker,137.01,130.15,6.86,99
S0034031,P01486,2024-12-29,Live Casino,42.69,41.17,1.52,112
S0034032,P01486,2024-12-29,Live Casino,39.05,38.06,0.99,82
S0034033,P01486,2024-12-29,Live Casino,76.6,73.1,3.5,163
S0034034,P01486,2024-12-31,Sports Betting,122.56,110.92,11.64,123
S0034035,P01487,2023-10-26,Poker,27.33,26.05,1.28,40
S0034036,P01487,2024-02-15,Poker,16.87,15.86,1.01,107
S0034037,P01487,2024-08-19,Table Games,20.32,19.72,0.6,104
S0034038,P01487,2024-03-12,Poker,29.33,28.3,1.03,173
S0034039,P01487,2023-11-11,Poker,11.51,10.98,0.53,25
S0034040,P01488,2024-02-25,Slots,5.14,4.87,0.27,67
S0034041,P01488,2024-07-21,Slots,27.85,25.35,2.5,34
S0034042,P01488,2024-06-09,Poker,48.77,46.24,2.53,29
S0034043,P01488,2024-05-27,Slots,36.3,33.35,2.95,24
S0034044,P01488,2024-04-01,Slots,10.79,10.3,0.49,55
S0034045,P01488,2024-05-13,Table Games,37.2,35.93,1.27,138
S0034046,P01488,2024-05-24,Sports Betting,2.24,2.19,0.05,120
S0034047,P01489,2024-10-09,Slots,196.19,184.58,11.61,146
S0034048,P01489,2024-11-02,Slots,375.12,362.14,12.98,137
S0034049,P01489,2024-10-27,Slots,742.09,698.07,44.02,146
S0034050,P01489,2024-09-27,Slots,72.98,65.87,7.11,157
S0034051,P01489,2024-10-17,Slots,73.05,67.69,5.36,72
S0034052,P01489,2024-11-27,Slots,312.41,300.2,12.21,104
S0034053,P01489,2024-12-06,Slots,373.16,359.01,14.15,41
S0034054,P01489,2024-11-13,Slots,199.85,183.32,16.53,162
S0034055,P01489,2024-09-29,Slots,800.6,724.45,76.15,174
S0034056,P01489,2024-11-26,Live Casino,882.21,839.67,42.54,26
S0034057,P01489,2024-12-25,Sports Betting,314.37,280.22,34.15,17
S0034058,P01489,2024-09-23,Sports Betting,919.88,801.93,117.95,107
S0034059,P01489,2024-11-20,Sports Betting,928.18,805.87,122.31,74
S0034060,P01489,2024-08-30,Sports Betting,857.82,897.91,-40.09,42
S0034061,P01489,2024-11-24,Slots,802.9,758.07,44.83,33
S0034062,P01489,2024-09-08,Table Games,568.76,561.88,6.88,82
S0034063,P01489,2024-12-03,Slots,913.17,875.69,37.48,175
S0034064,P01489,2024-11-06,Slots,439.61,399.4,40.21,69
S0034065,P01489,2024-09-16,Slots,434.91,398.43,36.48,5
S0034066,P01489,2024-09-29,Slots,868.72,793.98,74.74,18
S0034067,P01489,2024-10-22,Slots,149.9,142.0,7.9,47
S0034068,P01489,2024-12-05,Slots,502.6,478.61,23.99,58
S0034069,P01490,2024-12-15,Slots,814.77,770.53,44.24,96
S0034070,P01490,2024-12-30,Table Games,748.45,729.15,19.3,160
S0034071,P01490,2024-12-22,Sports Betting,839.17,730.05,109.12,104
S0034072,P01490,2024-12-27,Table Games,235.09,231.89,3.2,105
S0034073,P01490,2024-10-07,Table Games,732.44,722.57,9.87,102
S0034074,P01490,2024-11-05,Live Casino,62.76,61.02,1.74,23
S0034075,P01490,2024-11-15,Table Games,381.69,367.88,13.81,76
S0034076,P01490,2024-11-23,Table Games,59.39,57.31,2.08,92
S0034077,P01490,2024-10-16,Poker,420.61,404.95,15.66,107
S0034078,P01490,2024-10-20,Table Games,760.41,749.05,11.36,66
S0034079,P01490,2024-11-12,Table Games,573.9,561.14,12.76,179
S0034080,P01490,2024-10-23,Table Games,699.44,686.64,12.8,134
S0034081,P01490,2024-12-18,Table Games,771.29,760.87,10.42,131
S0034082,P01490,2024-11-15,Table Games,540.45,528.78,11.67,20
